CarrierCode,AgentCode,StatementDate,PolicyNumber,TransactionType,WrittenPremium,CommissionPercent,CommissionAmount,DueDate,ReversalIndicator
ALLS,120281,2025-04-30,TPT9516763,Renewal,2015.04,0.1045,210.57,2025-05-15,False
AMFA,120184,2025-08-31,UTM0359471,Endorsement,-14.22,0.1419,-2.02,2025-09-15,True
GEIC,120178,2026-01-31,FPR2097053,Endorsement,-29.88,0.1086,-3.24,2026-02-15,True
CHUB,120181,2025-04-30,THL4377356,Renewal,24786.73,0.0816,2022.6,2025-05-15,False
TRAV,120191,2025-04-30,ESF6108968,Renewal,1735.21,0.0994,172.48,2025-05-15,False
NATI,120294,2025-04-30,HJM9415834,Renewal,2470.03,0.1165,287.76,2025-05-15,False
GEIC,120177,2025-04-30,NUX5683103,New,646.92,0.0837,54.15,2025-05-15,False
PRGS,120045,2025-04-30,ULT5280113,New,1845.82,0.1233,227.59,2025-05-15,False
LIBM,120198,2025-04-30,ABB0923873,New,1829.45,0.11,201.24,2025-05-15,False
LIBM,120041,2025-08-31,NNV2650332,Endorsement,-38.15,0.1229,-4.69,2025-09-15,True
ALLS,120233,2025-04-30,MRB7093508,Renewal,2550.69,0.1435,366.02,2025-05-15,False
ALLS,120299,2025-04-30,KYD4195127,New,1269.54,0.0916,116.29,2025-05-15,False
ALLS,120125,2025-04-30,NGE2156103,New,2101.8,0.0906,190.42,2025-05-15,False
GEIC,120271,2025-04-30,FYJ3654384,New,1407.1,0.0887,124.81,2025-05-15,False
PRGS,120180,2025-04-30,HTB6126821,Renewal,788.84,0.0932,73.52,2025-05-15,False
TRAV,120108,2025-04-30,TFF3538558,Renewal,1500.0,0.1268,190.2,2025-05-15,False
TRAV,120132,2025-04-30,XDY3680044,Renewal,6701.38,0.1081,724.42,2025-05-15,False
NATI,120221,2025-04-30,BTF5487227,Renewal,1398.94,0.0993,138.91,2025-05-15,False
PRGS,120051,2025-04-30,HLJ4220608,Renewal,2678.09,0.1213,324.85,2025-05-15,False
CHUB,120026,2025-04-30,FGX0215190,Renewal,3145.96,0.1478,464.97,2025-05-15,False
ALLS,120248,2025-04-30,ASS2379866,Renewal,1500.0,0.1917,287.55,2025-05-15,False
ALLS,120037,2025-04-30,FUH3204285,Renewal,780.58,0.0813,63.46,2025-05-15,False
GEIC,120146,2025-04-30,VKT8825371,New,2593.61,0.1123,291.26,2025-05-15,False
AMFA,120223,2025-04-30,MNR4998025,Renewal,13079.27,0.1065,1392.94,2025-05-15,False
FARM,120282,2025-04-30,ACZ4940831,New,2107.91,0.092,193.93,2025-05-15,False
PRGS,120038,2025-04-30,ZUA4094901,Renewal,1075.21,0.1197,128.7,2025-05-15,False
TRAV,120208,2025-04-30,URW6554582,Renewal,500.0,0.1741,87.05,2025-05-15,False
TRAV,120000,2025-04-30,CJS8762908,Renewal,2798.79,0.1333,373.08,2025-05-15,False
CHUB,120244,2025-04-30,RBL1279163,Renewal,9359.13,0.0959,897.54,2025-05-15,False
HART,120059,2025-04-30,GUG4494487,New,1166.85,0.1016,118.55,2025-05-15,False
HART,120022,2025-04-30,JXN1063178,Renewal,2000.0,0.1095,219.0,2025-05-15,False
FARM,120211,2025-04-30,ELE4537947,Renewal,1178.74,0.08,94.3,2025-05-15,False
ALLS,120142,2025-04-30,ZGK2382164,Renewal,7639.58,0.102,779.24,2025-05-15,False
FARM,120202,2025-04-30,YPM5295455,Endorsement,-72.81,0.1081,-7.87,2025-05-15,True
GEIC,120255,2025-04-30,KWX6864083,Renewal,1868.26,0.1816,339.28,2025-05-15,False
PRGS,120130,2025-04-30,SXW1568559,New,2210.99,0.1183,261.56,2025-05-15,False
GEIC,120047,2025-04-30,MHE3131897,New,1590.51,0.0835,132.81,2025-05-15,False
CHUB,120107,2025-04-30,ZPD0645878,New,1717.17,0.0942,161.76,2025-05-15,False
GEIC,120201,2025-05-31,XJD8356029,Endorsement,-30.6,0.1012,-3.1,2025-06-15,True
HART,120276,2025-09-30,GKY3517087,Endorsement,-62.85,0.0996,-6.26,2025-10-15,True
NATI,120025,2025-04-30,AFA4708054,Renewal,1043.76,0.103,107.51,2025-05-15,False
CHUB,120195,2025-04-30,PHZ1332445,Renewal,983.98,0.1044,102.73,2025-05-15,False
HART,120183,2025-04-30,HUL3257899,Renewal,1500.0,0.1616,242.4,2025-05-15,False
TRAV,120014,2025-04-30,ZVA3697313,Renewal,15000.0,0.1844,2766.0,2025-05-15,False
PRGS,120053,2025-04-30,KFT5771468,New,2988.42,0.0745,222.64,2025-05-15,False
NATI,120231,2025-04-30,MPV7255877,New,1248.36,0.0796,99.37,2025-05-15,False
TRAV,120258,2025-04-30,MDE3216994,New,683.18,0.1361,92.98,2025-05-15,False
GEIC,120260,2025-04-30,KUZ9243453,Renewal,512.12,0.0876,44.86,2025-05-15,False
ALLS,120273,2025-04-30,LXR1727700,Renewal,7313.68,0.1218,890.81,2025-05-15,False
TRAV,120184,2025-04-30,EWJ9812981,Renewal,500.0,0.1286,64.3,2025-05-15,False
GEIC,120066,2025-04-30,WXE0405635,Renewal,3504.79,0.1573,551.3,2025-05-15,False
FARM,120019,2025-06-30,KFZ4280944,Endorsement,-22.37,0.1101,-2.46,2025-07-15,True
TRAV,120052,2025-04-30,ZLV5507313,New,839.64,0.0796,66.84,2025-05-15,False
FARM,120150,2025-04-30,GHJ6908644,New,1230.41,0.0764,94.0,2025-05-15,False
GEIC,120255,2025-04-30,VHF1199309,Renewal,3642.77,0.114,415.28,2025-05-15,False
GEIC,120229,2025-04-30,UKJ8192075,Renewal,453.75,0.0992,45.01,2025-05-15,False
HART,120027,2025-04-30,SXU3886098,New,884.47,0.0901,79.69,2025-05-15,False
TRAV,120210,2025-04-30,RYG3023020,Renewal,5339.61,0.069,368.43,2025-05-15,False
GEIC,120252,2025-04-30,HYH5481030,New,1963.14,0.0954,187.28,2025-05-15,False
PRGS,120159,2026-03-31,AKC4069958,Cancel,-0.0,0.1307,-0.0,2026-04-15,False
PRGS,120159,2026-05-31,AKC4069958,Audit,-450.05,0.1307,-58.82,2026-06-15,True
LIBM,120271,2025-04-30,LVE6106368,Renewal,4645.89,0.1507,700.14,2025-05-15,False
TRAV,120018,2025-04-30,WXX7357992,Renewal,1500.0,0.1701,255.15,2025-05-15,False
GEIC,120093,2025-04-30,RYK4566517,New,1408.87,0.09,126.8,2025-05-15,False
PRGS,120037,2025-04-30,VJX5551405,Renewal,3578.37,0.1398,500.26,2025-05-15,False
TRAV,120086,2025-04-30,MPD8100823,Renewal,4610.29,0.076,350.38,2025-05-15,False
AMFA,120120,2025-04-30,VUY3641089,New,2510.01,0.1183,296.93,2025-05-15,False
TRAV,120026,2025-04-30,ZMC3448720,Renewal,2000.0,0.0686,137.2,2025-05-15,False
PRGS,120227,2025-04-30,YYS2685650,Renewal,4069.71,0.1191,484.7,2025-05-15,False
GEIC,120061,2025-04-30,BDZ6576665,New,4000.0,0.14,560.0,2025-05-15,False
NATI,120116,2025-04-30,SPM3344190,Renewal,6344.93,0.105,666.22,2025-05-15,False
ALLS,120067,2025-04-30,DHJ3857607,Renewal,885.29,0.1205,106.68,2025-05-15,False
AMFA,120123,2025-04-30,DKB0638789,Renewal,2218.26,0.1057,234.47,2025-05-15,False
LIBM,120025,2025-04-30,NAH8938606,New,960.92,0.14,134.53,2025-05-15,False
NATI,120239,2025-04-30,PEP2373156,Renewal,766.91,0.1223,93.79,2025-05-15,False
TRAV,120140,2025-04-30,JGE9383551,Renewal,2338.45,0.076,177.72,2025-05-15,False
ALLS,120217,2025-04-30,KPZ0523421,Renewal,1527.55,0.14,213.86,2025-05-15,False
GEIC,120207,2025-04-30,UMX2296694,New,2359.62,0.0891,210.24,2025-05-15,False
GEIC,120041,2025-04-30,CGM8653794,Renewal,2440.57,0.1556,379.75,2025-05-15,False
FARM,120269,2025-04-30,EPD7812712,Renewal,1500.0,0.0834,125.1,2025-05-15,False
HART,120088,2025-04-30,WUM2205787,Renewal,7268.86,0.1385,1006.74,2025-05-15,False
TRAV,120216,2025-04-30,HKT1249151,Renewal,3938.08,0.0604,237.86,2025-05-15,False
LIBM,120110,2025-04-30,ZTF9870828,New,1476.22,0.0964,142.31,2025-05-15,False
LIBM,120149,2025-04-30,BUT2969901,Renewal,1500.0,0.141,211.5,2025-05-15,False
LIBM,120205,2025-04-30,SBV0062163,New,3048.33,0.0895,272.83,2025-05-15,False
PRGS,120294,2025-04-30,KDC9281017,Renewal,3482.52,0.1029,358.35,2025-05-15,False
HART,120029,2025-04-30,XDT7627460,Endorsement,-27.29,0.1431,-3.91,2025-05-15,True
HART,120174,2025-12-31,HZC1761518,Cancel,-0.0,0.08,-0.0,2026-01-15,False
PRGS,120123,2025-04-30,UMD5714121,New,1690.26,0.0981,165.81,2025-05-15,False
NATI,120032,2025-04-30,ZGU9167214,New,1395.99,0.137,191.25,2025-05-15,False
NATI,120157,2025-05-31,RNK4314553,Endorsement,-8.82,0.08,-0.71,2025-06-15,True
FARM,120065,2025-04-30,GSF4331393,New,2191.77,0.1081,236.93,2025-05-15,False
TRAV,120299,2025-04-30,URZ4388253,Renewal,4034.31,0.1642,662.43,2025-05-15,False
HART,120081,2025-04-30,CWN5893278,Renewal,500.0,0.1263,63.15,2025-05-15,False
PRGS,120139,2025-04-30,HLE5413938,Renewal,1119.03,0.1038,116.16,2025-05-15,False
ALLS,120290,2025-04-30,EMS3158345,New,1696.65,0.095,161.18,2025-05-15,False
PRGS,120011,2025-04-30,YTS4979513,Renewal,3873.81,0.1716,664.75,2025-05-15,False
FARM,120015,2025-04-30,XED6684235,New,995.43,0.1224,121.84,2025-05-15,False
CHUB,120161,2025-04-30,SAX2031456,Renewal,1294.72,0.0727,94.13,2025-05-15,False
ALLS,120109,2025-04-30,ERA0099144,Renewal,5506.47,0.1686,928.39,2025-05-15,False
HART,120013,2025-11-30,LBK6475983,Cancel,-0.0,0.1507,-0.0,2025-12-15,False
TRAV,120125,2025-04-30,SBH4716801,Renewal,918.2,0.1501,137.82,2025-05-15,False
PRGS,120063,2025-04-30,JRS2249936,Renewal,1399.05,0.1254,175.44,2025-05-15,False
GEIC,120284,2025-04-30,AZG8511164,Renewal,2154.63,0.2,430.93,2025-05-15,False
GEIC,120034,2025-04-30,KMT3227533,Renewal,2215.9,0.2,443.18,2025-05-15,False
TRAV,120179,2025-04-30,UNV1578833,Renewal,4268.27,0.1764,752.92,2025-05-15,False
ALLS,120201,2025-04-30,JYZ9394568,Renewal,1095.84,0.1471,161.2,2025-05-15,False
TRAV,120299,2025-11-30,SBJ5955459,Reinstate,0.0,0.1834,0.0,2025-12-15,False
ALLS,120252,2025-04-30,ZAD1588890,Renewal,1528.62,0.123,188.02,2025-05-15,False
LIBM,120012,2025-04-30,TTY0776802,Renewal,3710.17,0.1422,527.59,2025-05-15,False
CHUB,120052,2025-04-30,KRX4037020,New,986.33,0.0842,83.05,2025-05-15,False
GEIC,120195,2025-04-30,KCU5260428,Renewal,1369.2,0.06,82.15,2025-05-15,False
GEIC,120039,2025-04-30,KLJ6660414,New,1153.77,0.1113,128.41,2025-05-15,False
PRGS,120124,2025-04-30,EBY2494285,New,2353.35,0.125,294.17,2025-05-15,False
PRGS,120183,2025-04-30,TGE7946741,New,1567.96,0.0691,108.35,2025-05-15,False
TRAV,120096,2025-04-30,TME8703337,New,1130.71,0.1266,143.15,2025-05-15,False
LIBM,120043,2025-07-31,LPZ0773367,Endorsement,-25.72,0.116,-2.98,2025-08-15,True
TRAV,120213,2025-07-31,KKS4501431,Endorsement,72.21,0.1245,8.99,2025-08-15,False
TRAV,120132,2025-04-30,ZDL2300778,New,1390.06,0.0949,131.92,2025-05-15,False
LIBM,120091,2025-04-30,FVX4734970,New,1338.09,0.1252,167.53,2025-05-15,False
ALLS,120159,2025-04-30,HFF3406906,New,1431.14,0.0899,128.66,2025-05-15,False
AMFA,120252,2025-04-30,VLU6984669,Renewal,5291.53,0.14,740.81,2025-05-15,False
GEIC,120057,2025-04-30,UPF4499432,New,1160.27,0.1327,153.97,2025-05-15,False
PRGS,120115,2025-04-30,JVZ8475398,Renewal,3901.46,0.1366,532.94,2025-05-15,False
GEIC,120284,2025-04-30,AZD0483431,New,676.87,0.0692,46.84,2025-05-15,False
HART,120266,2025-04-30,VUD7300258,Rewrite,7118.52,0.1365,971.68,2025-05-15,False
GEIC,120155,2025-09-30,RAH2225388,Reinstate,0.0,0.1019,0.0,2025-10-15,False
ALLS,120083,2025-04-30,ZTT8096603,Renewal,1726.63,0.1203,207.71,2025-05-15,False
LIBM,120249,2025-04-30,HFC9002339,New,1808.63,0.0835,151.02,2025-05-15,False
GEIC,120220,2025-04-30,KDD9771657,Renewal,17268.29,0.0897,1548.97,2025-05-15,False
FARM,120269,2025-04-30,BDY3543080,Renewal,2147.26,0.1464,314.36,2025-05-15,False
ALLS,120030,2025-04-30,EPE2400321,New,879.37,0.1126,99.02,2025-05-15,False
CHUB,120089,2025-04-30,MVY9397474,Renewal,2076.95,0.1593,330.86,2025-05-15,False
ALLS,120280,2025-04-30,BSH5561016,Renewal,2813.76,0.1068,300.51,2025-05-15,False
TRAV,120215,2025-04-30,XZF0703319,Renewal,9839.8,0.16,1574.37,2025-05-15,False
HART,120212,2025-04-30,TBT6418115,New,2211.91,0.0808,178.72,2025-05-15,False
ALLS,120293,2025-04-30,HAS0965905,Renewal,3701.51,0.1409,521.54,2025-05-15,False
GEIC,120154,2025-04-30,CSH6746704,Renewal,2199.15,0.0953,209.58,2025-05-15,False
GEIC,120154,2026-06-30,CSH6746704,Audit,209.87,0.0953,20.0,2026-07-15,False
NATI,120101,2025-04-30,TFR6056912,New,1782.97,0.1046,186.5,2025-05-15,False
GEIC,120154,2025-04-30,CEH6969035,Renewal,2000.0,0.1157,231.4,2025-05-15,False
LIBM,120236,2025-04-30,LUJ7471083,New,945.59,0.1174,111.01,2025-05-15,False
TRAV,120186,2025-04-30,RXG8836400,New,1538.71,0.1277,196.49,2025-05-15,False
AMFA,120046,2025-04-30,KEB4821580,New,662.08,0.1116,73.89,2025-05-15,False
CHUB,120045,2025-04-30,HVN4655376,Renewal,335.53,0.104,34.9,2025-05-15,False
ALLS,120163,2025-04-30,KXB0181988,Renewal,3909.4,0.1463,571.95,2025-05-15,False
ALLS,120163,2026-06-30,KXB0181988,Audit,-340.07,0.1463,-49.75,2026-07-15,True
LIBM,120138,2025-04-30,JEH8744649,New,2354.26,0.0826,194.46,2025-05-15,False
AMFA,120270,2025-04-30,WLB7920790,Renewal,2494.58,0.1596,398.13,2025-05-15,False
TRAV,120039,2025-04-30,UVY7124606,Renewal,770.34,0.1479,113.93,2025-05-15,False
HART,120123,2025-04-30,UPV5044991,Renewal,2130.23,0.1309,278.85,2025-05-15,False
HART,120160,2025-04-30,YHV1992472,Renewal,2041.33,0.0943,192.5,2025-05-15,False
TRAV,120139,2025-06-30,VDR8949515,Endorsement,10.48,0.1082,1.13,2025-07-15,False
TRAV,120170,2025-04-30,NAG5030284,New,1521.24,0.0709,107.86,2025-05-15,False
LIBM,120154,2025-04-30,UJM4275666,Renewal,25000.0,0.1044,2610.0,2025-05-15,False
NATI,120243,2025-04-30,NAR1581440,New,878.54,0.1082,95.06,2025-05-15,False
TRAV,120128,2025-04-30,JSA6025112,New,1855.67,0.0853,158.29,2025-05-15,False
ALLS,120129,2025-04-30,GWW6996539,Renewal,2975.47,0.1095,325.81,2025-05-15,False
TRAV,120003,2025-04-30,WYZ9589605,Renewal,6778.55,0.0892,604.65,2025-05-15,False
AMFA,120034,2025-04-30,VUD2827928,Renewal,788.36,0.1272,100.28,2025-05-15,False
HART,120148,2025-04-30,DUC4742721,Renewal,2900.66,0.1165,337.93,2025-05-15,False
LIBM,120027,2025-04-30,MEC8493145,New,981.62,0.1049,102.97,2025-05-15,False
LIBM,120145,2025-04-30,WSD8008774,Renewal,300.7,0.1012,30.43,2025-05-15,False
FARM,120161,2025-04-30,MYR2996157,Renewal,1201.93,0.1224,147.12,2025-05-15,False
LIBM,120008,2026-03-31,WAR8707901,Endorsement,16.21,0.1304,2.11,2026-04-15,False
FARM,120243,2025-04-30,MSP7692258,Renewal,754.33,0.1271,95.88,2025-05-15,False
ALLS,120029,2025-04-30,AVA6914773,New,1106.08,0.1094,121.01,2025-05-15,False
GEIC,120273,2025-04-30,LUS1424362,Renewal,1317.65,0.0987,130.05,2025-05-15,False
PRGS,120297,2025-04-30,HAN1420790,Renewal,716.3,0.1487,106.51,2025-05-15,False
TRAV,120289,2025-04-30,VGH4197618,New,1878.08,0.1235,231.94,2025-05-15,False
PRGS,120101,2026-02-28,KAE8257707,Endorsement,19.41,0.1238,2.4,2026-03-15,False
HART,120184,2025-04-30,XVY1880367,Renewal,921.5,0.1344,123.85,2025-05-15,False
ALLS,120002,2025-04-30,DGM8943067,Renewal,359.13,0.1295,46.51,2025-05-15,False
GEIC,120166,2025-04-30,XNR7351344,Renewal,904.64,0.1355,122.58,2025-05-15,False
TRAV,120088,2025-04-30,DDP3316130,Renewal,2879.12,0.1646,473.9,2025-05-15,False
ALLS,120158,2025-04-30,AJL7887773,Renewal,1165.56,0.1485,173.09,2025-05-15,False
HART,120014,2025-04-30,GFY7388257,Renewal,1168.45,0.1089,127.24,2025-05-15,False
PRGS,120288,2025-04-30,MFP9853763,Renewal,804.51,0.112,90.11,2025-05-15,False
NATI,120061,2025-04-30,DRC2770534,Renewal,2000.0,0.0897,179.4,2025-05-15,False
PRGS,120104,2025-04-30,WZC7698884,Renewal,500.0,0.1336,66.8,2025-05-15,False
HART,120229,2025-04-30,BZW2560835,Renewal,1233.35,0.1227,151.33,2025-05-15,False
PRGS,120265,2025-04-30,RBP4863121,Renewal,11138.09,0.1091,1215.17,2025-05-15,False
ALLS,120205,2025-04-30,TBF0035944,Renewal,17473.67,0.1225,2140.52,2025-05-15,False
ALLS,120205,2026-05-31,TBF0035944,Audit,-922.4,0.1225,-112.99,2026-06-15,True
ALLS,120122,2025-04-30,BBA8459077,Renewal,721.99,0.1151,83.1,2025-05-15,False
GEIC,120088,2025-04-30,XSU0302198,Renewal,2228.32,0.1317,293.47,2025-05-15,False
FARM,120071,2025-04-30,GLL5101379,Renewal,756.35,0.1248,94.39,2025-05-15,False
LIBM,120250,2025-04-30,KPL8556511,New,1253.93,0.1151,144.33,2025-05-15,False
TRAV,120038,2025-04-30,UZJ0168032,Renewal,7961.9,0.1419,1129.79,2025-05-15,False
ALLS,120208,2025-04-30,AMV8247278,New,4000.0,0.0924,369.6,2025-05-15,False
LIBM,120130,2025-04-30,ERY4836148,New,2044.58,0.1215,248.42,2025-05-15,False
PRGS,120228,2026-01-31,GXZ6507099,Endorsement,-13.63,0.1198,-1.63,2026-02-15,True
TRAV,120036,2025-04-30,URR9903402,New,1554.16,0.0981,152.46,2025-05-15,False
GEIC,120018,2025-04-30,YKF5657638,New,1856.81,0.1044,193.85,2025-05-15,False
NATI,120077,2025-04-30,UUX4795785,Renewal,327.68,0.0961,31.49,2025-05-15,False
AMFA,120100,2025-04-30,MKX3822432,Renewal,1500.0,0.2,300.0,2025-05-15,False
HART,120134,2025-04-30,ZPD0823494,Renewal,2923.52,0.0977,285.63,2025-05-15,False
ALLS,120134,2025-04-30,YNX2574526,Renewal,596.21,0.1145,68.27,2025-05-15,False
CHUB,120000,2025-04-30,ZMM4541864,Renewal,2518.32,0.1378,347.02,2025-05-15,False
FARM,120096,2025-04-30,SVD5122548,New,1661.9,0.08,132.95,2025-05-15,False
GEIC,120133,2025-04-30,XMP0385839,Renewal,1066.57,0.1433,152.84,2025-05-15,False
ALLS,120156,2025-04-30,MRH8210028,Renewal,346.1,0.1271,43.99,2025-05-15,False
PRGS,120120,2025-04-30,MBS3838320,New,982.85,0.094,92.39,2025-05-15,False
GEIC,120202,2025-04-30,MYR7984280,Renewal,728.74,0.1036,75.5,2025-05-15,False
CHUB,120199,2025-10-31,AKH5500028,Endorsement,-0.86,0.1103,-0.09,2025-11-15,True
ALLS,120141,2025-07-31,XSC1176239,Endorsement,-5.15,0.1157,-0.6,2025-08-15,True
TRAV,120107,2025-04-30,DAJ1507202,Renewal,1627.66,0.1287,209.48,2025-05-15,False
AMFA,120159,2025-04-30,YRY4790644,Renewal,1692.77,0.1577,266.95,2025-05-15,False
CHUB,120198,2025-04-30,EVA5401457,Renewal,7075.25,0.088,622.62,2025-05-15,False
NATI,120103,2025-04-30,HGN2733580,Renewal,2511.76,0.1099,276.04,2025-05-15,False
PRGS,120060,2025-04-30,NSD0817104,New,619.2,0.1113,68.92,2025-05-15,False
CHUB,120108,2025-04-30,VZR9328887,Renewal,1961.15,0.1646,322.81,2025-05-15,False
GEIC,120138,2025-04-30,NSE3702877,New,4000.0,0.1357,542.8,2025-05-15,False
ALLS,120279,2025-04-30,GUD1901517,Renewal,1500.0,0.1644,246.6,2025-05-15,False
ALLS,120279,2026-05-31,GUD1901517,Audit,-45.17,0.1644,-7.43,2026-06-15,True
AMFA,120194,2025-04-30,UDC4861756,Renewal,947.26,0.1205,114.14,2025-05-15,False
LIBM,120048,2025-04-30,YNB6116993,Renewal,3810.99,0.1581,602.52,2025-05-15,False
FARM,120135,2025-04-30,RJK3888139,New,2120.99,0.1076,228.22,2025-05-15,False
NATI,120166,2025-04-30,WAF1632553,New,1521.24,0.1283,195.18,2025-05-15,False
NATI,120238,2025-04-30,WTJ2662830,Renewal,896.1,0.1243,111.39,2025-05-15,False
PRGS,120182,2025-05-31,BTJ4610835,Reinstate,0.0,0.1456,0.0,2025-06-15,False
HART,120058,2025-04-30,AVA1255116,New,646.6,0.1247,80.63,2025-05-15,False
TRAV,120004,2025-04-30,DYP5767061,New,1107.44,0.0783,86.71,2025-05-15,False
HART,120050,2025-04-30,SGG9468345,Renewal,1933.84,0.1065,205.95,2025-05-15,False
NATI,120178,2025-04-30,CWT0258672,Renewal,2827.71,0.1656,468.27,2025-05-15,False
NATI,120178,2026-06-30,CWT0258672,Audit,87.17,0.1656,14.44,2026-07-15,False
GEIC,120118,2025-04-30,KHW4000080,Renewal,601.88,0.1241,74.69,2025-05-15,False
ALLS,120158,2025-04-30,ZMG9819022,Renewal,1479.31,0.1485,219.68,2025-05-15,False
ALLS,120259,2025-04-30,ALP6949681,Renewal,3219.56,0.1718,553.12,2025-05-15,False
GEIC,120216,2025-04-30,XKD9575846,Renewal,1112.44,0.0988,109.91,2025-05-15,False
CHUB,120275,2025-11-30,DHU4440385,Endorsement,-8.6,0.1188,-1.02,2025-12-15,True
ALLS,120230,2025-04-30,RXB8255631,Renewal,2799.64,0.1191,333.44,2025-05-15,False
HART,120291,2026-02-28,YSW0291048,Endorsement,-88.48,0.107,-9.47,2026-03-15,True
FARM,120133,2025-04-30,CTP9632923,New,878.8,0.0984,86.47,2025-05-15,False
PRGS,120253,2025-04-30,RUU7520735,Renewal,1848.22,0.1595,294.79,2025-05-15,False
AMFA,120006,2025-04-30,LTK4644289,New,641.66,0.1154,74.05,2025-05-15,False
LIBM,120037,2025-04-30,JCS0351953,Renewal,2930.02,0.1449,424.56,2025-05-15,False
ALLS,120127,2025-05-31,USY7562942,Endorsement,6.13,0.0854,0.52,2025-06-15,False
TRAV,120133,2025-04-30,HCH6112578,New,860.01,0.0879,75.59,2025-05-15,False
FARM,120097,2025-04-30,XPF3645754,New,3852.0,0.0785,302.38,2025-05-15,False
PRGS,120011,2025-04-30,SGU4933236,Renewal,1514.4,0.1119,169.46,2025-05-15,False
LIBM,120198,2025-10-31,GZN4851477,Cancel,-0.0,0.1041,-0.0,2025-11-15,False
PRGS,120012,2025-04-30,DWN8802227,Renewal,636.8,0.14,89.15,2025-05-15,False
ALLS,120193,2025-04-30,TDA9083416,Renewal,1152.91,0.1387,159.91,2025-05-15,False
CHUB,120030,2025-04-30,RFM4637377,Renewal,1213.79,0.1276,154.88,2025-05-15,False
GEIC,120103,2025-04-30,UBK5817873,New,1107.17,0.1207,133.64,2025-05-15,False
HART,120063,2025-04-30,HGF2201366,New,4000.0,0.1168,467.2,2025-05-15,False
PRGS,120081,2025-04-30,FWB9858706,Renewal,1486.78,0.0789,117.31,2025-05-15,False
PRGS,120213,2025-04-30,UWC8148175,New,3380.55,0.1178,398.23,2025-05-15,False
TRAV,120002,2025-04-30,NNC7471561,New,552.7,0.1241,68.59,2025-05-15,False
AMFA,120252,2025-12-31,EUS5755331,Endorsement,8.03,0.0944,0.76,2026-01-15,False
NATI,120105,2025-04-30,FHR0548082,Renewal,2000.0,0.1017,203.4,2025-05-15,False
AMFA,120295,2025-04-30,LJP5895714,Renewal,1360.32,0.1305,177.52,2025-05-15,False
TRAV,120128,2025-04-30,RGF2617113,Renewal,3818.49,0.1352,516.26,2025-05-15,False
NATI,120000,2025-04-30,MHR7585208,Renewal,3111.59,0.0909,282.84,2025-05-15,False
CHUB,120234,2025-04-30,PGH8042480,New,1032.73,0.1056,109.06,2025-05-15,False
NATI,120277,2025-04-30,AFE5702484,New,1851.54,0.1089,201.63,2025-05-15,False
CHUB,120272,2025-04-30,ZHV5762339,Renewal,1500.0,0.172,258.0,2025-05-15,False
PRGS,120284,2025-11-30,GWP1968943,Cancel,-0.0,0.156,-0.0,2025-12-15,False
TRAV,120196,2025-04-30,BRT5164860,Renewal,1253.94,0.0997,125.02,2025-05-15,False
LIBM,120282,2025-04-30,EUN8315224,Renewal,2529.74,0.1132,286.37,2025-05-15,False
LIBM,120127,2026-03-31,LKV0873019,Endorsement,4.97,0.1153,0.57,2026-04-15,False
PRGS,120141,2025-04-30,YBF3517208,New,852.56,0.0727,61.98,2025-05-15,False
GEIC,120200,2025-04-30,XUH3160541,Renewal,1425.49,0.1485,211.69,2025-05-15,False
ALLS,120267,2025-04-30,UDZ9268419,Renewal,2181.03,0.1287,280.7,2025-05-15,False
AMFA,120298,2025-04-30,ZVT0848101,New,1011.03,0.0984,99.49,2025-05-15,False
PRGS,120279,2025-04-30,KBG0736723,Renewal,1667.33,0.1302,217.09,2025-05-15,False
NATI,120299,2025-04-30,FAB9489854,Endorsement,-6.97,0.1165,-0.81,2025-05-15,True
LIBM,120159,2025-04-30,NCW1646898,Renewal,6628.39,0.175,1159.97,2025-05-15,False
TRAV,120136,2025-04-30,MSX0562530,Renewal,3144.02,0.0752,236.43,2025-05-15,False
TRAV,120030,2025-04-30,SLM7227122,Renewal,1028.92,0.1022,105.16,2025-05-15,False
HART,120290,2025-04-30,RYC6478853,Renewal,4000.0,0.06,240.0,2025-05-15,False
CHUB,120051,2025-04-30,WWL1069502,Renewal,1714.52,0.1095,187.74,2025-05-15,False
LIBM,120077,2025-04-30,WSF7831035,Renewal,1729.16,0.0941,162.71,2025-05-15,False
ALLS,120073,2025-10-31,XCV6894437,Endorsement,-13.23,0.1114,-1.47,2025-11-15,True
ALLS,120222,2025-07-31,VNM0270570,Endorsement,121.7,0.1277,15.54,2025-08-15,False
HART,120205,2026-02-28,DUZ7297372,Endorsement,-44.38,0.0877,-3.89,2026-03-15,True
NATI,120030,2025-04-30,SBM9223040,Renewal,2227.59,0.1298,289.14,2025-05-15,False
LIBM,120010,2025-04-30,JHH7613178,Renewal,7271.2,0.129,937.98,2025-05-15,False
PRGS,120193,2025-04-30,TYX2978795,Renewal,18360.18,0.1285,2359.28,2025-05-15,False
CHUB,120126,2026-03-31,JWA3652768,Endorsement,14.92,0.1451,2.16,2026-04-15,False
CHUB,120175,2025-04-30,JKU3468335,Renewal,3962.4,0.0854,338.39,2025-05-15,False
PRGS,120165,2025-04-30,VZL2857395,Renewal,2454.59,0.112,274.91,2025-05-15,False
PRGS,120139,2025-04-30,SUC9824932,Renewal,1500.0,0.1974,296.1,2025-05-15,False
CHUB,120130,2025-04-30,SVJ9750876,Renewal,2045.12,0.1464,299.41,2025-05-15,False
