AgentCode,PeriodStart,PeriodEnd,RetentionRate_adj,SubmissionQuality,LRadj_BENEFIT_inverted,EarnedPremium,IncurredLoss,CommissionAmount,CommissionWrittenPremium,EligibleForRenewal,Renewals,PoliciesActive,NewCount,RewriteCount,Submitted,Quoted,Bound,RewrittenPolicyRatio,LossRatio,RetentionRate,LossRatio_adj,EP_percentile_peer,EP_decile_peer,EP_utility_peer
120242,2025-04-01,2026-03-31,0.8617,0.3182,0.377,42388.03,12948.98,2672.87,22014.550000000003,7,5,7,0,0,22.0,18.0,7.0,,0.3055,0.7143,0.623,0.840531561461794,9,0.9702287955744534
120243,2025-04-01,2026-03-31,0.8282,0.3548,0.2664,38614.19,32180.98,4128.8,29972.48,11,7,11,2,0,31.0,25.0,11.0,0.0,0.8334,0.6364,0.7336,0.7873754152823921,8,0.9617378605535213
120244,2025-04-01,2026-03-31,0.7095,0.3333,0.2704,19309.35,17128.77,1821.46,19309.35,5,2,5,3,0,15.0,9.0,5.0,0.0,0.8871,0.4,0.7296,0.2956810631229236,3,0.8986317758735153
120245,2025-04-01,2026-03-31,0.844,0.375,0.3194,15566.900000000001,5723.97,2360.73,15566.900000000001,3,2,3,1,0,8.0,6.0,3.0,0.0,0.3677,0.6667,0.6806,0.19269102990033224,2,0.8790143688358164
120246,2025-04-01,2026-03-31,0.7003,0.3333,0.5422,47817.229999999996,693.56,4709.56,39612.54,15,6,15,6,1,45.0,34.0,15.0,0.1667,0.0145,0.4,0.4578,0.9102990033222591,10,0.9812032954266515
120247,2025-04-01,2026-03-31,0.7624,0.3846,0.3283,18975.93,6367.67,2146.89,18157.45,10,5,10,3,0,26.0,18.0,10.0,0.0,0.3356,0.5,0.6717,0.28903654485049834,3,0.8970457389709618
120248,2025-04-01,2026-03-31,0.9065,0.3667,0.4273,25415.58,1887.0,2815.81,25415.58,11,9,11,2,0,30.0,23.0,11.0,0.0,0.0742,0.8182,0.5727,0.48172757475083056,5,0.9236519006614272
120249,2025-04-01,2026-03-31,0.8912,0.3462,0.4299,20633.420000000002,0.0,2567.9900000000002,20633.420000000002,9,7,9,2,0,26.0,21.0,9.0,0.0,0.0,0.7778,0.5701,0.3289036544850498,4,0.9046709191676775
120250,2025-04-01,2026-03-31,0.6825,0.3235,0.3879,14263.619999999999,0.0,1350.09,13535.5,11,4,11,5,0,34.0,23.0,11.0,0.0,0.0,0.3636,0.6121,0.14950166112956811,2,0.8710529681627924
120251,2025-04-01,2026-03-31,0.738,0.3333,0.3335,7647.87,0.0,847.8100000000001,7647.87,4,2,4,2,0,12.0,8.0,4.0,0.0,0.0,0.5,0.6665,0.008305647840531562,1,0.8143011677730075
120252,2025-04-01,2026-03-31,0.7371,0.3725,0.4012,37523.840000000004,8708.27,4008.35,37040.13,19,9,19,8,0,51.0,39.0,19.0,0.0,0.2321,0.4737,0.5988,0.7674418604651163,8,0.9591296193552973
120253,2025-04-01,2026-03-31,0.8865,0.3462,0.4634,25852.37,0.0,3992.6800000000003,25852.37,9,7,9,2,0,26.0,21.0,9.0,0.0,0.0,0.7778,0.5366,0.5016611295681063,6,0.92520352104696
120254,2025-04-01,2026-03-31,0.8289,0.3056,0.4914,31037.37,0.0,4313.84,30281.18,11,7,11,2,0,36.0,27.0,11.0,0.0,0.0,0.6364,0.5086,0.6611295681063123,7,0.9418480499282191
120255,2025-04-01,2026-03-31,0.8447,0.3061,0.5277,41682.049999999996,0.0,5256.3,40865.57,15,10,15,4,0,49.0,37.0,15.0,0.0,0.0,0.6667,0.4723,0.8272425249169435,9,0.9686994135184195
120256,2025-04-01,2026-03-31,0.8767,0.381,0.5078,34478.84,0.0,3572.7200000000003,34478.84,8,6,8,2,0,21.0,15.0,8.0,0.0,0.0,0.75,0.4922,0.7242524916943521,8,0.9514232319044188
120257,2025-04-01,2026-03-31,0.7843,0.3333,0.2262,9944.6,95388.9,971.53,8866.63,9,5,9,1,0,27.0,21.0,9.0,0.0,1.0,0.5556,0.7738,0.053156146179401995,1,0.8382114178554059
120258,2025-04-01,2026-03-31,0.6131,0.3462,0.3567,9697.59,0.0,780.77,9039.35,9,2,9,5,0,26.0,17.0,9.0,0.0,0.0,0.2222,0.6433,0.046511627906976744,1,0.8359212438735502
120259,2025-04-01,2026-03-31,0.9227,0.3478,0.3904,14661.67,0.0,1967.38,14661.67,8,7,8,1,0,23.0,16.0,8.0,0.0,0.0,0.875,0.6096,0.16279069767441862,2,0.8735592070729333
120260,2025-04-01,2026-03-31,0.8798,0.2963,0.3455,36207.68,12994.66,4279.28,36207.68,16,12,16,4,0,54.0,41.0,16.0,0.0,0.3589,0.75,0.6545,0.7441860465116279,8,0.9558783344356496
120261,2025-04-01,2026-03-31,0.8661,0.2917,0.4171,28012.690000000002,3627.93,3499.0,28012.690000000002,7,5,7,2,0,24.0,19.0,7.0,0.0,0.1295,0.7143,0.5829,0.574750830564784,6,0.9325114276708579
120262,2025-04-01,2026-03-31,0.8345,0.3636,0.4594,25052.85,0.0,3348.6800000000003,24438.08,12,8,12,3,0,33.0,25.0,12.0,0.0,0.0,0.6667,0.5406,0.4750830564784053,5,0.92234296251353
120263,2025-04-01,2026-03-31,0.7979,0.3077,0.382,24406.37,4963.95,3176.9,23796.89,12,7,12,2,1,39.0,27.0,12.0,0.5,0.2034,0.5833,0.618,0.4584717607973422,5,0.9199623967760485
120264,2025-04-01,2026-03-31,0.7423,0.2857,0.3683,22776.010000000002,5181.92,2594.55,22776.010000000002,8,4,8,4,0,28.0,15.0,8.0,0.0,0.2275,0.5,0.6317,0.40863787375415284,5,0.9136669963315661
120265,2025-04-01,2026-03-31,0.7414,0.3846,0.3304,32634.84,13189.88,4352.93,32356.559999999998,10,5,10,4,0,26.0,15.0,10.0,0.0,0.4042,0.5,0.6696,0.6843853820598007,7,0.946418147413938
120266,2025-04-01,2026-03-31,0.6989,0.3448,0.3021,24665.65,12618.01,3224.58,23198.280000000002,10,4,10,3,1,29.0,19.0,10.0,0.3333,0.5116,0.4,0.6979,0.46511627906976744,5,0.9209246438517711
120267,2025-04-01,2026-03-31,0.7742,0.3191,0.5469,59018.66,12950.939999999999,3778.7799999999997,33598.08,15,8,15,5,0,47.0,32.0,15.0,0.0,0.2194,0.5333,0.4531,0.9534883720930233,10,1.0
120268,2025-04-01,2026-03-31,0.7829,0.3462,0.4046,16788.69,0.0,1853.48,15965.97,9,5,9,2,0,26.0,23.0,9.0,0.0,0.0,0.5556,0.5954,0.21926910299003322,3,0.8858944268393035
120269,2025-04-01,2026-03-31,0.9097,0.2973,0.248,20776.25,27768.52,2153.86,17460.2,11,9,11,0,0,37.0,32.0,11.0,,1.0,0.8182,0.752,0.3388704318936877,4,0.9052990694945324
120270,2025-04-01,2026-03-31,0.7154,0.34,0.4096,49401.66,12262.099999999999,3943.5499999999997,40889.13,17,7,17,7,0,50.0,41.0,17.0,0.0,0.2482,0.4118,0.5904,0.920265780730897,10,0.9841716590079026
120271,2025-04-01,2026-03-31,0.7488,0.3158,0.5575,53668.18,7768.03,2783.22,27889.32,12,6,12,4,0,38.0,28.0,12.0,0.0,0.1447,0.5,0.4425,0.9368770764119602,10,0.9917147120664599
120272,2025-04-01,2026-03-31,0.8925,0.3333,0.4451,28041.41,1929.04,3902.79,24555.539999999997,9,7,9,0,1,27.0,21.0,9.0,,0.0688,0.7778,0.5549,0.5780730897009967,6,0.932604737366037
120273,2025-04-01,2026-03-31,0.8228,0.2963,0.4029,19595.58,1320.39,2468.24,19595.58,8,5,8,2,1,27.0,22.0,8.0,0.5,0.0674,0.625,0.5971,0.3023255813953488,4,0.8999716413544894
120274,2025-04-01,2026-03-31,0.8876,0.375,0.3512,11437.53,971.38,1213.31,11216.87,9,7,9,1,0,24.0,16.0,9.0,0.0,0.0849,0.7778,0.6488,0.08637873754152824,1,0.8509470389805512
120275,2025-04-01,2026-03-31,0.7659,0.3556,0.4423,37076.22,5302.82,3622.09,36906.159999999996,16,8,16,7,0,45.0,35.0,16.0,0.0,0.143,0.5,0.5577,0.760797342192691,8,0.9580368486321025
120276,2025-04-01,2026-03-31,0.7119,0.2857,0.4137,44387.11,10064.5,4166.91,43491.2,10,4,10,4,0,35.0,27.0,10.0,0.0,0.2267,0.4,0.5863,0.8837209302325582,9,0.9744250987968046
120277,2025-04-01,2026-03-31,0.6288,0.2963,0.418,18454.66,0.0,1153.54,10123.83,8,2,8,4,0,27.0,23.0,8.0,0.0,0.0,0.25,0.582,0.26578073089701,3,0.8945094069450649
120278,2025-04-01,2026-03-31,0.8352,0.4,0.4405,22701.92,398.27,1988.3000000000002,22701.92,6,4,6,2,0,15.0,10.0,6.0,0.0,0.0175,0.6667,0.5595,0.39867109634551495,4,0.913370304651565
120279,2025-04-01,2026-03-31,0.8296,0.3333,0.4841,31976.769999999997,977.16,4336.94,31701.41,11,7,11,3,0,33.0,24.0,11.0,0.0,0.0306,0.6364,0.5159,0.6777408637873754,7,0.9445632141903936
120280,2025-04-01,2026-03-31,0.9081,0.3235,0.3086,25672.71,12525.72,2741.11,25078.24,11,9,11,1,0,34.0,27.0,11.0,0.0,0.4879,0.8182,0.6914,0.49169435215946844,5,0.9245685077788763
120281,2025-04-01,2026-03-31,0.9318,0.2941,0.4479,22652.989999999998,0.0,3466.46,22652.989999999998,5,5,5,0,0,17.0,16.0,5.0,,0.0,1.0,0.5521,0.3953488372093023,4,0.9131738342645737
120282,2025-04-01,2026-03-31,0.6913,0.32,0.4079,17210.48,0.0,1620.84,16657.87,8,3,8,4,0,25.0,20.0,8.0,0.0,0.0,0.375,0.5921,0.23920265780730898,3,0.888153809923234
120283,2025-04-01,2026-03-31,0.7849,0.3214,0.641,56509.64,0.0,2359.7,21485.39,9,5,9,1,0,28.0,19.0,9.0,0.0,0.0,0.5556,0.359,0.9435215946843853,10,0.9964125818380553
120284,2025-04-01,2026-03-31,0.7708,0.3704,0.3493,16345.07,3444.22,1726.8300000000002,13345.07,10,5,10,4,0,27.0,22.0,10.0,0.0,0.2107,0.5,0.6507,0.2059800664451827,3,0.8834560248322837
120285,2025-04-01,2026-03-31,0.8201,0.32,0.3888,14411.789999999999,0.0,1790.4599999999998,14411.789999999999,8,5,8,3,0,25.0,18.0,8.0,0.0,0.0,0.625,0.6112,0.15282392026578073,2,0.8719939676709101
120286,2025-04-01,2026-03-31,0.9034,0.3235,0.628,71668.86,0.0,6647.25,54342.14,11,9,11,0,0,34.0,27.0,11.0,,0.0,0.8182,0.372,0.9833887043189369,10,1.0
120287,2025-04-01,2026-03-31,0.7609,0.3158,0.4291,20557.3,0.0,1577.4,12552.26,6,3,6,2,0,19.0,18.0,6.0,0.0,0.0,0.5,0.5709,0.3222591362126246,4,0.9043343735184642
120288,2025-04-01,2026-03-31,0.794,0.35,0.3701,11502.29,0.0,1299.9,11296.34,7,4,7,2,0,20.0,18.0,7.0,0.0,0.0,0.5714,0.6299,0.09302325581395349,1,0.8514611362556525
120289,2025-04-01,2026-03-31,0.805,0.3448,0.5635,58780.34,5465.76,7373.18,58780.34,10,6,10,4,0,29.0,25.0,10.0,0.0,0.093,0.6,0.4365,0.9501661129568106,10,1.0
120290,2025-04-01,2026-03-31,0.8478,0.3714,0.4783,32918.21,1432.53,3230.8799999999997,32918.21,13,9,13,4,0,35.0,28.0,13.0,0.0,0.0435,0.6923,0.5217,0.6910299003322259,7,0.9472054027237827
120291,2025-04-01,2026-03-31,0.8235,0.3276,0.2741,44278.01,35011.509999999995,6098.099999999999,43115.520000000004,19,12,19,5,0,58.0,47.0,19.0,0.0,0.7907,0.6316,0.7259,0.8803986710963455,9,0.974201006182208
120292,2025-04-01,2026-03-31,0.7869,0.3333,0.1901,13945.83,41010.58,1586.39,13945.83,9,5,9,4,0,27.0,20.0,9.0,0.0,1.0,0.5556,0.8099,0.1362126245847176,2,0.8690013413546261
120293,2025-04-01,2026-03-31,0.7796,0.3103,0.4877,29740.58,0.0,4322.22,29201.390000000003,9,5,9,2,0,29.0,23.0,9.0,0.0,0.0,0.5556,0.5123,0.6312292358803987,7,0.9379617134128055
120294,2025-04-01,2026-03-31,0.8634,0.3889,0.2684,13754.130000000001,13016.57,1564.76,13754.130000000001,7,5,7,2,0,18.0,14.0,7.0,0.0,0.9464,0.7143,0.7316,0.132890365448505,2,0.8677410129508372
120295,2025-04-01,2026-03-31,0.89,0.3214,0.4685,27010.18,0.0,2150.94,22095.63,9,7,9,1,0,28.0,19.0,9.0,0.0,0.0,0.7778,0.5315,0.5415282392026578,6,0.9291929192448606
120296,2025-04-01,2026-03-31,0.7836,0.375,0.3426,29235.57,9955.17,3115.45,28661.22,9,5,9,3,0,24.0,17.0,9.0,0.0,0.3405,0.5556,0.6574,0.6179401993355482,7,0.936402216127905
120297,2025-04-01,2026-03-31,0.8338,0.36,0.5445,45241.16,0.0,2119.4300000000003,18213.26,9,6,9,2,0,25.0,17.0,9.0,0.0,0.0,0.6667,0.4555,0.8970099667774086,9,0.9761605280465924
120298,2025-04-01,2026-03-31,0.8331,0.3889,0.3228,25541.31,10174.380000000001,3259.05,25356.71,14,9,14,4,0,36.0,26.0,14.0,0.0,0.3983,0.6429,0.6772,0.4850498338870432,5,0.9241012509383323
120299,2025-04-01,2026-03-31,0.7259,0.3333,0.5241,37746.12,0.0,3886.17,33432.7,16,7,16,7,0,48.0,38.0,16.0,0.0,0.0,0.4375,0.4759,0.7774086378737541,8,0.9596674352114236
ALL,2025-04-01,2026-03-31,0.7947,0.3299,0.1,76712.69,95388.9,8516.95,65948.89,3000,1739,3000,884,23,9093.0,6921.0,3000.0,0.026,0.3034,0.5797,0.9,0.9950166112956811,10,1.0
