AgentCode,PeriodStart,PeriodEnd,RetentionRate_adj,SubmissionQuality,LRadj_BENEFIT_inverted,EarnedPremium,IncurredLoss,CommissionAmount,CommissionWrittenPremium,EligibleForRenewal,Renewals,PoliciesActive,NewCount,RewriteCount,Submitted,Quoted,Bound,RewrittenPolicyRatio,LossRatio,RetentionRate,LossRatio_adj,ERadj_BENEFIT_inverted,ExpenseRatio_raw,ExpenseRatio,EP_percentile_peer,EP_decile_peer,EP_utility_peer
120244,4/1/2025,3/31/2026,0.7095,0.3333,0.2704,19309.35,17128.77,1821.46,19309.35,5,2,5,3,0,15,9,5,0,0.8871,0.4,0.7296,0.7034,0.194330467,0.2966,0.295681063,3,0.898631776
120245,4/1/2025,3/31/2026,0.844,0.375,0.3194,15566.9,5723.97,2360.73,15566.9,3,2,3,1,0,8,6,3,0,0.3677,0.6667,0.6806,0.6237,0.251650618,0.3763,0.19269103,2,0.879014369
120246,4/1/2025,3/31/2026,0.7003,0.3333,0.5422,47817.23,693.56,4709.56,39612.54,15,6,15,6,1,45,34,15,0.1667,0.0145,0.4,0.4578,0.6965,0.198490858,0.3035,0.910299003,10,0.981203295
120247,4/1/2025,3/31/2026,0.7624,0.3846,0.3283,18975.93,6367.67,2146.89,18157.45,10,5,10,3,0,26,18,10,0,0.3356,0.5,0.6717,0.6734,0.213137538,0.3266,0.289036545,3,0.897045739
120248,4/1/2025,3/31/2026,0.9065,0.3667,0.4273,25415.58,1887,2815.81,25415.58,11,9,11,2,0,30,23,11,0,0.0742,0.8182,0.5727,0.6786,0.210790704,0.3214,0.481727575,5,0.923651901
120249,4/1/2025,3/31/2026,0.8912,0.3462,0.4299,20633.42,0,2567.99,20633.42,9,7,9,2,0,26,21,9,0,0,0.7778,0.5701,0.6566,0.224457797,0.3434,0.328903654,4,0.904670919
120250,4/1/2025,3/31/2026,0.6825,0.3235,0.3879,14263.62,0,1350.09,13535.5,11,4,11,5,0,34,23,11,0,0,0.3636,0.6121,0.703,0.19465269,0.297,0.149501661,2,0.871052968
120251,4/1/2025,3/31/2026,0.738,0.3333,0.3335,7647.87,0,847.81,7647.87,4,2,4,2,0,12,8,4,0,0,0.5,0.6665,0.6784,0.210855702,0.3216,0.008305648,1,0.814301168
120252,4/1/2025,3/31/2026,0.7371,0.3725,0.4012,37523.84,8708.27,4008.35,37040.13,19,9,19,8,0,51,39,19,0,0.2321,0.4737,0.5988,0.6846,0.206821423,0.3154,0.76744186,8,0.959129619
120253,4/1/2025,3/31/2026,0.8865,0.3462,0.4634,25852.37,0,3992.68,25852.37,9,7,9,2,0,26,21,9,0,0,0.7778,0.5366,0.6164,0.254441546,0.3836,0.50166113,6,0.925203521
120254,4/1/2025,3/31/2026,0.8289,0.3056,0.4914,31037.37,0,4313.84,30281.18,11,7,11,2,0,36,27,11,0,0,0.6364,0.5086,0.6378,0.238988581,0.3622,0.661129568,7,0.94184805
120255,4/1/2025,3/31/2026,0.8447,0.3061,0.5277,41682.05,0,5256.3,40865.57,15,10,15,4,0,49,37,15,0,0,0.6667,0.4723,0.6546,0.226104642,0.3454,0.827242525,9,0.968699414
120256,4/1/2025,3/31/2026,0.8767,0.381,0.5078,34478.84,0,3572.72,34478.84,8,6,8,2,0,21,15,8,0,0,0.75,0.4922,0.6892,0.203620655,0.3108,0.724252492,8,0.951423232
120257,4/1/2025,3/31/2026,0.7843,0.3333,0.2262,9944.6,95388.9,971.53,8866.63,9,5,9,1,0,27,21,9,0,1,0.5556,0.7738,0.698,0.197694226,0.302,0.053156146,1,0.838211418
120258,4/1/2025,3/31/2026,0.6131,0.3462,0.3567,9697.59,0,780.77,9039.35,9,2,9,5,0,26,17,9,0,0,0.2222,0.6433,0.713,0.180511756,0.287,0.046511628,1,0.835921244
120259,4/1/2025,3/31/2026,0.9227,0.3478,0.3904,14661.67,0,1967.38,14661.67,8,7,8,1,0,23,16,8,0,0,0.875,0.6096,0.6431,0.23418526,0.3569,0.162790698,2,0.873559207
120260,4/1/2025,3/31/2026,0.8798,0.2963,0.3455,36207.68,12994.66,4279.28,36207.68,16,12,16,4,0,54,41,16,0,0.3589,0.75,0.6545,0.666,0.218187081,0.334,0.744186047,8,0.955878334
120261,4/1/2025,3/31/2026,0.8661,0.2917,0.4171,28012.69,3627.93,3499,28012.69,7,5,7,2,0,24,19,7,0,0.1295,0.7143,0.5829,0.656,0.224907676,0.344,0.574750831,6,0.932511428
120262,4/1/2025,3/31/2026,0.8345,0.3636,0.4594,25052.85,0,3348.68,24438.08,12,8,12,3,0,33,25,12,0,0,0.6667,0.5406,0.6441,0.233664633,0.3559,0.475083056,5,0.922342963
120263,4/1/2025,3/31/2026,0.7979,0.3077,0.382,24406.37,4963.95,3176.9,23796.89,12,7,12,2,1,39,27,12,0.5,0.2034,0.5833,0.618,0.6492,0.230166838,0.3508,0.458471761,5,0.919962397
120264,4/1/2025,3/31/2026,0.7423,0.2857,0.3683,22776.01,5181.92,2594.55,22776.01,8,4,8,4,0,28,15,8,0,0.2275,0.5,0.6317,0.6713,0.213915914,0.3287,0.408637874,5,0.913666996
120265,4/1/2025,3/31/2026,0.7414,0.3846,0.3304,32634.84,13189.88,4352.93,32356.56,10,5,10,4,0,26,15,10,0,0.4042,0.5,0.6696,0.6451,0.233382912,0.3549,0.684385382,7,0.946418147
120266,4/1/2025,3/31/2026,0.6989,0.3448,0.3021,24665.65,12618.01,3224.58,23198.28,10,4,10,3,1,29,19,10,0.3333,0.5116,0.4,0.6979,0.6483,0.230731604,0.3517,0.465116279,5,0.920924644
120267,4/1/2025,3/31/2026,0.7742,0.3191,0.5469,59018.66,12950.94,3778.78,33598.08,15,8,15,5,0,47,32,15,0,0.2194,0.5333,0.4531,0.7229,0.164026869,0.2771,0.953488372,10,1
120268,4/1/2025,3/31/2026,0.7829,0.3462,0.4046,16788.69,0,1853.48,15965.97,9,5,9,2,0,26,23,9,0,0,0.5556,0.5954,0.6794,0.210400514,0.3206,0.219269103,3,0.885894427
120269,4/1/2025,3/31/2026,0.9097,0.2973,0.248,20776.25,27768.52,2153.86,17460.2,11,9,11,0,0,37,32,11,,1,0.8182,0.752,0.6889,0.203669334,0.3111,0.338870432,4,0.905299069
120270,4/1/2025,3/31/2026,0.7154,0.34,0.4096,49401.66,12262.1,3943.55,40889.13,17,7,17,7,0,50,41,17,0,0.2482,0.4118,0.5904,0.7149,0.179826265,0.2851,0.920265781,10,0.984171659
120271,4/1/2025,3/31/2026,0.7488,0.3158,0.5575,53668.18,7768.03,2783.22,27889.32,12,6,12,4,0,38,28,12,0,0.1447,0.5,0.4425,0.7325,0.15185978,0.2675,0.936877076,10,0.991714712
120272,4/1/2025,3/31/2026,0.8925,0.3333,0.4451,28041.41,1929.04,3902.79,24555.54,9,7,9,0,1,27,21,9,,0.0688,0.7778,0.5549,0.6371,0.239179521,0.3629,0.57807309,6,0.932604737
120273,4/1/2025,3/31/2026,0.8228,0.2963,0.4029,19595.58,1320.39,2468.24,19595.58,8,5,8,2,1,27,22,8,0.5,0.0674,0.625,0.5971,0.6553,0.225959017,0.3447,0.302325581,4,0.899971641
120274,4/1/2025,3/31/2026,0.8876,0.375,0.3512,11437.53,971.38,1213.31,11216.87,9,7,9,1,0,24,16,9,0,0.0849,0.7778,0.6488,0.6861,0.20608147,0.3139,0.086378738,1,0.850947039
120275,4/1/2025,3/31/2026,0.7659,0.3556,0.4423,37076.22,5302.82,3622.09,36906.16,16,8,16,7,0,45,35,16,0,0.143,0.5,0.5577,0.6983,0.197693077,0.3017,0.760797342,8,0.958036849
120276,4/1/2025,3/31/2026,0.7119,0.2857,0.4137,44387.11,10064.5,4166.91,43491.2,10,4,10,4,0,35,27,10,0,0.2267,0.4,0.5863,0.704,0.193876578,0.296,0.88372093,9,0.974425099
120277,4/1/2025,3/31/2026,0.6288,0.2963,0.418,18454.66,0,1153.54,10123.83,8,2,8,4,0,27,23,8,0,0,0.25,0.582,0.7251,0.162506706,0.2749,0.265780731,3,0.894509407
120278,4/1/2025,3/31/2026,0.8352,0.4,0.4405,22701.92,398.27,1988.3,22701.92,6,4,6,2,0,15,10,6,0,0.0175,0.6667,0.5595,0.7092,0.1875829,0.2908,0.398671096,4,0.913370305
120279,4/1/2025,3/31/2026,0.8296,0.3333,0.4841,31976.77,977.16,4336.94,31701.41,11,7,11,3,0,33,24,11,0,0.0306,0.6364,0.5159,0.6415,0.235627832,0.3585,0.677740864,7,0.944563214
120280,4/1/2025,3/31/2026,0.9081,0.3235,0.3086,25672.71,12525.72,2741.11,25078.24,11,9,11,1,0,34,27,11,0,0.4879,0.8182,0.6914,0.6851,0.206771354,0.3149,0.491694352,5,0.924568508
120281,4/1/2025,3/31/2026,0.9318,0.2941,0.4479,22652.99,0,3466.46,22652.99,5,5,5,0,0,17,16,5,,0,1,0.5521,0.6205,0.253024391,0.3795,0.395348837,4,0.913173834
120282,4/1/2025,3/31/2026,0.6913,0.32,0.4079,17210.48,0,1620.84,16657.87,8,3,8,4,0,25,20,8,0,0,0.375,0.5921,0.7037,0.194177501,0.2963,0.239202658,3,0.88815381
120283,4/1/2025,3/31/2026,0.7849,0.3214,0.641,56509.64,0,2359.7,21485.39,9,5,9,1,0,28,19,9,0,0,0.5556,0.359,0.7462,0.141757477,0.2538,0.943521595,10,0.996412582
120284,4/1/2025,3/31/2026,0.7708,0.3704,0.3493,16345.07,3444.22,1726.83,13345.07,10,5,10,4,0,27,22,10,0,0.2107,0.5,0.6507,0.6871,0.20564837,0.3129,0.205980066,3,0.883456025
120285,4/1/2025,3/31/2026,0.8201,0.32,0.3888,14411.79,0,1790.46,14411.79,8,5,8,3,0,25,18,8,0,0,0.625,0.6112,0.657,0.224235782,0.343,0.15282392,2,0.871993968
120286,4/1/2025,3/31/2026,0.9034,0.3235,0.628,71668.86,0,6647.25,54342.14,11,9,11,0,0,34,27,11,,0,0.8182,0.372,0.7047,0.192749487,0.2953,0.983388704,10,1
120287,4/1/2025,3/31/2026,0.7609,0.3158,0.4291,20557.3,0,1577.4,12552.26,6,3,6,2,0,19,18,6,0,0,0.5,0.5709,0.7191,0.176731867,0.2809,0.322259136,4,0.904334374
120288,4/1/2025,3/31/2026,0.794,0.35,0.3701,11502.29,0,1299.9,11296.34,7,4,7,2,0,20,18,7,0,0,0.5714,0.6299,0.6739,0.213012278,0.3261,0.093023256,1,0.851461136
120289,4/1/2025,3/31/2026,0.805,0.3448,0.5635,58780.34,5465.76,7373.18,58780.34,10,6,10,4,0,29,25,10,0,0.093,0.6,0.4365,0.6556,0.225436158,0.3444,0.950166113,10,1
120290,4/1/2025,3/31/2026,0.8478,0.3714,0.4783,32918.21,1432.53,3230.88,32918.21,13,9,13,4,0,35,28,13,0,0.0435,0.6923,0.5217,0.6971,0.198148715,0.3029,0.6910299,7,0.947205403
120291,4/1/2025,3/31/2026,0.8235,0.3276,0.2741,44278.01,35011.51,6098.1,43115.52,19,12,19,5,0,58,47,19,0,0.7907,0.6316,0.7259,0.6403,0.237722992,0.3597,0.880398671,9,0.974201006
120292,4/1/2025,3/31/2026,0.7869,0.3333,0.1901,13945.83,41010.58,1586.39,13945.83,9,5,9,4,0,27,20,9,0,1,0.5556,0.8099,0.6724,0.213753717,0.3276,0.136212625,2,0.869001341
120293,4/1/2025,3/31/2026,0.7796,0.3103,0.4877,29740.58,0,4322.22,29201.39,9,5,9,2,0,29,23,9,0,0,0.5556,0.5123,0.6341,0.245330723,0.3659,0.631229236,7,0.937961713
120294,4/1/2025,3/31/2026,0.8634,0.3889,0.2684,13754.13,13016.57,1564.76,13754.13,7,5,7,2,0,18,14,7,0,0.9464,0.7143,0.7316,0.6721,0.213766556,0.3279,0.132890365,2,0.867741013
120295,4/1/2025,3/31/2026,0.89,0.3214,0.4685,27010.18,0,2150.94,22095.63,9,7,9,1,0,28,19,9,0,0,0.7778,0.5315,0.7154,0.179634419,0.2846,0.541528239,6,0.929192919
120296,4/1/2025,3/31/2026,0.7836,0.375,0.3426,29235.57,9955.17,3115.45,28661.22,9,5,9,3,0,24,17,9,0,0.3405,0.5556,0.6574,0.6854,0.206563683,0.3146,0.617940199,7,0.936402216
120297,4/1/2025,3/31/2026,0.8338,0.36,0.5445,45241.16,0,2119.43,18213.26,9,6,9,2,0,25,17,9,0,0,0.6667,0.4555,0.7395,0.146847384,0.2605,0.897009967,9,0.976160528
120298,4/1/2025,3/31/2026,0.8331,0.3889,0.3228,25541.31,10174.38,3259.05,25356.71,14,9,14,4,0,36,26,14,0,0.3983,0.6429,0.6772,0.6528,0.227599172,0.3472,0.485049834,5,0.924101251
120299,4/1/2025,3/31/2026,0.7259,0.3333,0.5241,37746.12,0,3886.17,33432.7,16,7,16,7,0,48,38,16,0,0,0.4375,0.4759,0.6902,0.202955483,0.3098,0.777408638,8,0.959667435
ALL,4/1/2025,3/31/2026,0.7947,0.3299,0.1,76712.69,95388.9,8516.95,65948.89,3000,1739,3000,884,23,9093,6921,3000,0.026,0.3034,0.5797,0.9,0.6776,0.211024004,0.3224,0.995016611,10,1
